Feature_ID,Feature_Name,Site_Category,Site_Subcategory,Feature_Status,Component,Priority,Source_File,Child_Story_Count,Child_Story_IDs,Stories_Tested_Count,Stories_Verified_Count,Story_Coverage_%,Verified_Pass_Count,QE_Verified,Direct_Feature_In_Release,Matched_Releases,Release_Count,Last_Release_Date,Test_Evidence,Traceability_Status,Coverage_Gap
CHP-2950,Sourcing Request management,API,,on prod env,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,13,CHP-1012|CHP-1792|CHP-3210|CHP-3380|CHP-3481|CHP-3492|CHP-3517|CHP-3676|CHP-3684|CHP-3934|CHP-3935|CHP-859|CHP-86,7,3,53.8,3,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|07-Apr25-20260522142924.csv|12th Nov Release-20260522143409.csv|19th Nov Release-20260522143421.csv|20-May26-20260522113100.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|31 Oct25-hotfix-20260522143342.csv|5 Nov25-20260522143348.csv,10,2026-05-20,[name-match] Sourcing Request enhancement // [name-match] RFQ & Quote enhancement // [name-match] Sourcing Request enhancement // [name-match] RFQ & Quote enhancement,FULLY_TRACED,None
CHP-472,QE:: Execute the testcases for MC1 Account Sign Up,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,16,CHP-1103|CHP-1308|CHP-1448|CHP-1755|CHP-1820|CHP-214|CHP-2309|CHP-2310|CHP-2768|CHP-2796|CHP-312|CHP-3192|CHP-327|CHP-332|CHP-409|CHP-491,8,7,50.0,0,YES,NO,05-May-26-20260522113027.csv|07-May-26-20260522113031.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|20-May26-20260522113100.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|31 Oct25-hotfix-20260522143342.csv,10,2026-05-20,"[CHP-1820] feat Enable task context support for Invoices to allow context-aware task and no // [CHP-214] ## CRM SANITY TESTS Deep links for Accounts, RFQs, Quotes and Orders // ## CRM SANITY TESTS Deep lin // [CHP-2309] ## CRM SANITY TESTS Deep links for Accounts, RFQs, Quotes and Orders // ## CRM SANITY TESTS Deep lin // [CHP-2310] ## UI ITEMS Add contact modal // Contact Details RFQ tab Contact Details — RFQ tab",FULLY_TRACED,None
CHP-1778,QE:: [CRM]: Dashboard,Dashboards,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1013|CHP-1486|CHP-1765|CHP-1946|CHP-2241,3,3,60.0,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|20-May26-20260522113100.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|30-Jan26-20260522112627.csv,9,2026-05-20,[CHP-1765] ## CRM SANITY TESTS Page Navigations // ## CRM SANITY TESTS Page Navigations // [CHP-1946] ## CRM SANITY TESTS Production // ## CRM SANITY TESTS Production // [CHP-2241] ## CRM SANITY TESTS Global Search // ## CRM SANITY TESTS Page Search,FULLY_TRACED,None
CHP-2067,Accounts - Company profile ,UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,19,CHP-1409|CHP-1478|CHP-162|CHP-1671|CHP-1734|CHP-1969|CHP-2022|CHP-2098|CHP-3042|CHP-306|CHP-3213|CHP-3417|CHP-3645|CHP-395|CHP-3972|CHP-457|CHP-744|CHP-745|CHP-93,14,14,73.7,0,YES,NO,02-April26-20260522112829.csv|08-July25-hotfix-20260522143008.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|20-May26-20260522113100.csv|21-April26-20260522112930.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|31 Oct25-hotfix-20260522143342.csv,9,2026-05-20,[name-match] Account summary - Redo layout // [CHP-1409] bugfix Add notes column in offer list // CHP-3914 Add SourcingRequest and Assignee columns in RFQ ta // [CHP-1478] fix for those offers that doesn't have price // [CHP-162] PO Sync Account number // ## UI ITEMS Account address modal,FULLY_TRACED,None
CHP-577,Project Details P2,UI,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,34,CHP-1165|CHP-1687|CHP-1736|CHP-1849|CHP-1852|CHP-1867|CHP-1885|CHP-1932|CHP-1983|CHP-2004|CHP-2807|CHP-3422|CHP-3629|CHP-425|CHP-426|CHP-429|CHP-451|CHP-520|CHP-522|CHP-536|CHP-539|CHP-540|CHP-563|CHP-564|CHP-566|CHP-579|CHP-584|CHP-590|CHP-605|CHP-606|CHP-608|CHP-700|CHP-755|CHP-876,18,18,52.9,2,YES,NO,01-April26-20260522112825.csv|02-April26-20260522112829.csv|02-Dec24-20260522141654.csv|07-Apr25-20260522142924.csv|07-May-26-20260522113031.csv|14-Apr26-20260522112905.csv|20-May26-20260522113100.csv|28-April26-20260522113006.csv|5 Nov25-20260522143348.csv,9,2026-05-20,"[qe-verified] . // [qe-verified] Deepti // [CHP-1165] Implement Pricing/Sourcing Tab for Parts to show franchise pricing
//app.clickup.com/t/8651091/CHP-1 // [CHP-1687] General Project/BOM Health // CHP-1551 Project - Fetch total estimated cost",FULLY_TRACED,None
CHP-2108,Dashboard - General trends ,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,8,CHP-1083|CHP-1094|CHP-1933|CHP-3323|CHP-603|CHP-646|CHP-825|CHP-917,5,5,62.5,3,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|14-Apr26-20260522112905.csv|20-May26-20260522113100.csv|21-April26-20260522112930.csv|22-April26-hotfix2-20260522112943.csv|26-March26-20260522112803.csv|5 Nov25-20260522143348.csv,8,2026-05-20,[qe-verified] SR microdashboard enhancements // [qe-verified] too // [qe-verified] outbound // [CHP-1094] OB SR microdashboard enhancements,FULLY_TRACED,None
CHP-2129,Tasks - Bulk Actions,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1422|CHP-2062|CHP-2344|CHP-2898|CHP-307|CHP-3609|CHP-501,4,3,57.1,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|12-Dec25-20260522143516.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|20-May26-20260522113100.csv|27-Jan26-20260522112613.csv,8,2026-05-20,"[CHP-1422] ## CRM SANITY TESTS Page Navigations // ## CRM SANITY TESTS Page Navigations // [CHP-2062] ## CRM SANITY TESTS Page Navigations // ## CRM SANITY TESTS Page Navigations // [CHP-2898] RFQ Refresh POs list on PO creation // [CHP-3609] Will be available in Prod
//app.clickup.com/t/8651091/CHP-3609 // Task FAB API Integration
//app.cli",FULLY_TRACED,None
CHP-3060,Sourcing Request - Create Sourcing Request from List View,UI,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,8,CHP-2788|CHP-2908|CHP-3032|CHP-3475|CHP-3521|CHP-3850|CHP-723|CHP-725,3,3,37.5,1,YES,NO,04-May26-20260522113023.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|15-May26-20260522113056.csv|20-May26-20260522113100.csv|27-Jan26-20260522112613.csv,8,2026-05-20,[name-match] Sourcing Request enhancement // [name-match] Sourcing Request enhancement // [name-match] Sourcing Request List View Updates // [CHP-2788] update show tags column on list view,FULLY_TRACED,None
CHP-1654,Company API management,API,,ready for eng review,,NORMAL,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,8,CHP-1718|CHP-1743|CHP-2511|CHP-3386|CHP-3717|CHP-514|CHP-705|CHP-706,4,2,50.0,0,YES,NO,01-Apr25-hotfix-20260522142918.csv|05-May-26-20260522113027.csv|20-May26-20260522113100.csv|21-April26-20260522112930.csv|27-Jan26-20260522112613.csv|30-Jan26-20260522112627.csv|8-Dec25 Release-20260522143509.csv,7,2026-05-20,"[CHP-1743] //app.clickup.com/t/8651091/CHP-1743
)
//app.clickup.com/t/8651091/CHP-1653
) point #2 // [CHP-2511] feat Add CommonFabActions to InvoiceDetails FAB. // Stock Enforce permissions for stock details tabs // [CHP-3386] //app.clickup.com/t/8651091/CHP-3386
)
//app.clickup.com/t/8651091/CHP-2897
) - Existing issues
//ap // [CHP-3717] OB SR microdashboard enhancements // CHP-3914 Sourcing Offer Enhancements",FULLY_TRACED,None
CHP-2960,QE:[MC1] Transaction API- Order Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-113|CHP-114|CHP-2282|CHP-2509|CHP-2634|CHP-3240,6,6,100.0,0,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|20-May26-20260522113100.csv|21-April26-20260522112930.csv|28-April26-20260522113006.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv,7,2026-05-20,"[CHP-113] Contact Details RFQ tab Opportunities list // General Fix QuoteNumber Mapping for RfqQuotes List // [CHP-114] Contact Details RFQ tab Opportunities list // General Fix QuoteNumber Mapping for RfqQuotes List // [CHP-2282] Search Integration . // [CHP-2509] Stage Page Navigations
yes
yes // QE note Validation allows 0 and blocks negatives",FULLY_TRACED,None
CHP-1555,Phone number in contacts don't have country code in some cases,General,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,10,CHP-1247|CHP-1622|CHP-1823|CHP-2175|CHP-2518|CHP-2687|CHP-2695|CHP-2750|CHP-2760|CHP-747,7,5,70.0,0,YES,NO,07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|10-Sep25-20260522143133.csv|14-Apr26-20260522112905.csv|20-May26-20260522113100.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv,7,2026-05-20,[name-match] Part activity - Fix country of origin not mapped correctly // [CHP-1247] Phone utils lib optimization // [CHP-1622] Contact Details RFQ tab Contact Details — RFQ tab // Contact Details RFQ tab Contacts list // [CHP-1823] Accounts and Contacts Open Accounts tab for Accounts // Accounts and Contacts Account Country code f,FULLY_TRACED,None
CHP-2218,Contact details - Split form in 3 parts as per new design,Parts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,12,CHP-1620|CHP-1678|CHP-2119|CHP-2219|CHP-2292|CHP-239|CHP-2538|CHP-3491|CHP-3636|CHP-506|CHP-659|CHP-762,8,5,66.7,4,YES,NO,02-April26-20260522112829.csv|05-May-26-20260522113027.csv|12-Dec25-20260522143516.csv|12th Nov Release-20260522143409.csv|20-May26-20260522113100.csv|22-Aug25-20260522143052.csv|28-Nov25-20260522143443.csv,7,2026-05-20,[qe-verified] Purchase Orders — POs tab // [qe-verified] Contact Details — RFQ tab // [qe-verified] Sourcing — Summary tab // [qe-verified] Contacts list,FULLY_TRACED,None
CHP-3340,Independent offers - edit offers list,Parts,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-1679|CHP-2304|CHP-290|CHP-3885|CHP-469|CHP-486,2,2,33.3,0,YES,NO,02-Dec24-20260522141654.csv|07-Apr25-20260522142924.csv|20-May26-20260522113100.csv|22-Nov24-20260522141636.csv|23-Dec25-hotfix-20260522143523.csv|28-Nov25-20260522143443.csv|5 Nov25-20260522143348.csv,7,2026-05-20,[name-match] Market offers - List view // [CHP-1679] Contact Details RFQ tab Contacts list // [CHP-469] Private ( https ## TESTING NOTES // General Redis Client Integration,FULLY_TRACED,None
CHP-2883,Request (Single Line) - FAB,Sales,RFQs,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,5,CHP-2850|CHP-2928|CHP-2931|CHP-2954|CHP-3156,4,4,80.0,0,YES,YES,07-Apr25-20260522142924.csv|10-Sep25-20260522143133.csv|20-May26-20260522113100.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|30-Jan26-20260522112627.csv|31-March2026-20260522112817.csv,7,2026-05-20,"[direct] )
//app.clickup.com/t/8651091/CHP-2842
)
//app.clickup.com/t/8651091/CHP-2844
)
//app.clickup.com/t/ // [CHP-2928] Bugs in build
(related to release)
//app.clickup.com/t/8651091/CHP-2991
) - next release
//app.click // [CHP-2931] Stage Page Navigations
yes
yes // QE note Validation allows 0 and blocks negatives // [CHP-2954] 31st Mar Items Not carried forward from RFQ // 31st Mar Items Not carried forward from RFQ",FULLY_TRACED,None
CHP-2625,Implement Edit Contact Screen with Extended Fields,UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,9,CHP-1621|CHP-1808|CHP-2313|CHP-245|CHP-2662|CHP-2891|CHP-309|CHP-365|CHP-3689,6,4,66.7,0,YES,NO,03-Sep25-hotifx-20260522143106.csv|07-May-26-20260522113031.csv|20-May26-20260522113100.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|28-April26-20260522113006.csv|28-Nov25-20260522143443.csv,7,2026-05-20,"[name-match] Implement Contact Leads Feature // [CHP-1621] Contact Details RFQ tab Contacts list // Accounts and Contacts Fix Account External IDs with sync // [CHP-1808] Update )
*See PR for images.*
sr and po (
) // [CHP-2662] BOM Health email limiting to 30 lines
//app.clickup.com/t/8651091/CHP-2831
)- Edit contact not enabl",FULLY_TRACED,None
CHP-2864,Request (Single line) - Enhancement,UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-1675|CHP-2849|CHP-2870|CHP-3155|CHP-3566|CHP-665,4,3,66.7,1,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|07-May-26-20260522113031.csv|17-Dec24-20260522141717.csv|20-May26-20260522113100.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv,7,2026-05-20,[name-match] Sourcing Request enhancement // [name-match] RFQ & Quote enhancement // [name-match] Sourcing Request enhancement // [name-match] RFQ & Quote enhancement,FULLY_TRACED,None
CHP-3391,Purcahse order - PO line status,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,9,CHP-1079|CHP-1997|CHP-2460|CHP-2885|CHP-3405|CHP-541|CHP-592|CHP-793|CHP-913,4,2,44.4,3,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|12th Nov Release-20260522143409.csv|14-Apr26-20260522112905.csv|20-May26-20260522113100.csv|25-July25(data migration)-20260522143020.csv|26-March26-20260522112803.csv,7,2026-05-20,"[qe-verified] Purchase Orders — POs tab // [qe-verified] Purchase Orders — PO Lines tab // [qe-verified] Purchase Orders — Receiving Lines tab // [CHP-2460] User id reconciliation for all the entities - Done
//app.clickup.com/t/8651091/CHP-2536
)
//app.clic",FULLY_TRACED,None
CHP-3572,Purchase order - PO details,Accounts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1114|CHP-155|CHP-2052|CHP-2979|CHP-3464|CHP-3529|CHP-558,4,4,57.1,4,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|20-May26-20260522113100.csv|28-April26-20260522113006.csv|29-April26-20260522113014.csv|30-April26-20260522113019.csv,6,2026-05-20,"[qe-verified] )
add purchase order units column to table (
) // [qe-verified] Purchase Orders — POs tab // [qe-verified] Purchase Orders — PO Lines tab // [qe-verified] Offer CC email",FULLY_TRACED,None
CHP-3398,Purchase order - Handling shortages and overages,Purchasing,Purchase Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-174|CHP-1740|CHP-2553|CHP-273|CHP-3407|CHP-3681|CHP-453,3,3,42.9,2,YES,NO,20-May26-20260522113100.csv|22-April26-hotfix2-20260522112943.csv|24-Jan26-20260522112618.csv|29-March26-20260522112808.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv,6,2026-05-20,"[qe-verified] Remarks // [qe-verified] Add Offers to Sourcing Request // [CHP-2553] Teams # Validation Categories we passed are disappearing on refresh. // QE note Recalculation works  // [CHP-3407] )
//app.clickup.com/t/8651091/CHP-3407",FULLY_TRACED,None
CHP-2165,Tasks - Reminders ,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-2042|CHP-2152|CHP-3230|CHP-870,3,3,75.0,0,YES,NO,02-April26-20260522112829.csv|08-July25-hotfix-20260522143008.csv|14-July25-hotfix-20260522143014.csv|20-May26-20260522113100.csv|29-April26-20260522113014.csv,5,2026-05-20,[CHP-2042] ## CRM SANITY TESTS Global Search // ## CRM SANITY TESTS Page Search // [CHP-2152] Contact Details RFQ tab Purchase Orders — POs tab // Contact Details RFQ tab Purchase Orders — PO Li // [CHP-870] (feedback Done,FULLY_TRACED,None
CHP-2216,Collapsible island with summary,UI,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,3,CHP-2231|CHP-2691|CHP-321,3,3,100.0,1,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|20-May26-20260522113100.csv|24-Jan26-20260522112618.csv|30-Jan26-20260522112627.csv,5,2026-05-20,[qe-verified] Remarks // [CHP-2231] Contact Details RFQ tab Opportunities list // Contact Details RFQ tab Purchase Orders — POs tab // [CHP-2691] Enable Search for Invoice ) // Enable Search for Invoice ) // [CHP-321] QE note Existing SR loads without breaking,FULLY_TRACED,None
CHP-1887,Dashboard API,API,,needs product reqs,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,11,CHP-1006|CHP-1908|CHP-204|CHP-2483|CHP-3342|CHP-3362|CHP-3581|CHP-3675|CHP-797|CHP-814|CHP-839,8,6,72.7,0,YES,NO,20-May26-20260522113100.csv|22-Aug25-20260522143052.csv|27-Jan26-20260522112613.csv|5 Nov25-20260522143348.csv,4,2026-05-20,"[CHP-1006] OB SR microdashboard enhancements // [CHP-2483] BOM Health email limiting to 30 lines
//app.clickup.com/t/8651091/CHP-2831
)- Edit contact not enabl // [CHP-3342] Pass and show URL filters (
)  - Harika - Basic checks done as it is not fully integrated // CHP-341 // [CHP-3362] OB SR microdashboard enhancements // CHP-3914 Sourcing Offer Enhancements",FULLY_TRACED,None
CHP-3387,Offers - Create Purchase order from an approved offer,Purchasing,Purchase Orders,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1174|CHP-1840|CHP-2024|CHP-2995|CHP-318|CHP-3734|CHP-3752,2,2,28.6,0,YES,NO,02-April26-20260522112829.csv|07-Apr25-20260522142924.csv|12-Dec25-20260522143516.csv|20-May26-20260522113100.csv,4,2026-05-20,"[name-match] Offer to Purchase Order Flow
//app.clickup.com/t/8651091/CHP-3636 // [CHP-318] Stage Parts Tracker - PCN
yes
yes // Stage Parts Tracker - Stock
yes
yes // [CHP-3752] (feedback Done
2. SR - Fab actions - create purchase order - implement the add t // Contact Details ",FULLY_TRACED,None
CHP-3573,Purchase Order - PO line details,Purchasing,Purchase Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-1716|CHP-2051|CHP-2072|CHP-3209|CHP-3862|CHP-726,3,2,50.0,4,YES,NO,20-May26-20260522113100.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|31-Dec24-20260522141739.csv,4,2026-05-20,[qe-verified] Purchase Orders — POs tab // [qe-verified] Purchase Orders — PO Lines tab // [qe-verified] Purchase Orders — Receiving Lines tab // [qe-verified] RFQ Line Details — Quotes tab,FULLY_TRACED,None
CHP-3390,Purchase order - View Purchase Order Details ,UI,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1873|CHP-1926|CHP-2020|CHP-568,2,2,50.0,3,YES,NO,07-Apr25-20260522142924.csv|20-May26-20260522113100.csv|27-Jan26-20260522112613.csv,3,2026-05-20,"[qe-verified] Purchase Orders — POs tab // [qe-verified] Purchase Orders — PO Lines tab // [qe-verified] Purchase Orders — Receiving Lines tab // [CHP-1873] Stage Parts Tracker - PCN
yes
yes // Stage Parts Tracker - Stock
yes
yes",FULLY_TRACED,None
CHP-1460,"Authorization - Handling Roles, Permissions, and Datagroups",API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-1600|CHP-1696|CHP-1929|CHP-2017|CHP-2670|CHP-3355,2,2,33.3,0,YES,NO,20-May26-20260522113100.csv|21-April26-20260522112930.csv,2,2026-05-20,[CHP-1600] Stock Enforce permissions for stock details tabs // [CHP-3355] Contact Details RFQ tab Purchase Orders — PO Lines tab // Contact Details RFQ tab Purchase Orders — ,FULLY_TRACED,None
CHP-2963,QE:[MC1] Transaction API- Quote Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1193|CHP-2181|CHP-2296|CHP-289|CHP-3712,2,2,40.0,0,YES,NO,20-May26-20260522113100.csv|6 Nov25-hotfix-20260522143355.csv,2,2026-05-20,[CHP-2181] Contact Details RFQ tab Purchase Orders — POs tab // Contact Details RFQ tab Purchase Orders — PO Li // [CHP-3712] General Fixes are,FULLY_TRACED,None
CHP-3389,Purchase order - Add to Existing Purchase Order (Same Supplier),UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-419|CHP-626,0,0,0.0,2,YES,NO,02-April26-20260522112829.csv|20-May26-20260522113100.csv,2,2026-05-20,"[qe-verified] Done
2. SR - Fab actions - create purchase order - implement the add to an exist // [qe-verified] Purchase Orders — PO Lines tab",FULLY_TRACED,None
CHP-2207,QE:: [CRM] Automate All Account Tabs Navigation & Number of Accounts,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,3,CHP-2582|CHP-3330|CHP-3424,1,1,33.3,0,YES,NO,20-May26-20260522113100.csv,1,2026-05-20,[CHP-3330] In RFQ Quote list Add xCRM Quote link for xCRM Ids,FULLY_TRACED,None
CHP-3399,Purchase order - QC - Stock line details & Assign QC Controller to Stock Line,Purchasing,Purchase Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-3030|CHP-3068|CHP-737,1,1,33.3,0,YES,NO,20-May26-20260522113100.csv,1,2026-05-20,[CHP-3068] Contact Details RFQ tab Contacts list,FULLY_TRACED,None
CHP-3395,Purchase order  - Start Receiving Process on PO Line,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1160|CHP-2069|CHP-262|CHP-376|CHP-460,0,0,0.0,1,YES,NO,20-May26-20260522113100.csv,1,2026-05-20,[qe-verified] Purchase Orders — Receiving Lines tab,FULLY_TRACED,None
CHP-473,QE:: Execute the testcases for Support,General,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,42,CHP-1104|CHP-1105|CHP-1106|CHP-1107|CHP-2169|CHP-2308|CHP-2498|CHP-277|CHP-279|CHP-308|CHP-3193|CHP-3194|CHP-3195|CHP-3196|CHP-335|CHP-336|CHP-338|CHP-383|CHP-384|CHP-3907|CHP-410|CHP-801|CHP-804|CHP-806|CHP-811|CHP-820|CHP-821|CHP-852|CHP-853|CHP-882|CHP-883|CHP-884|CHP-885|CHP-886|CHP-887|CHP-888|CHP-889|CHP-890|CHP-975|CHP-976|CHP-989|CHP-990,19,18,45.2,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|03-April26-02-20260522112839.csv|03-April26-02-20260522112843.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|05-May-26-20260522113027.csv|06-Aug25-hotfix-20260522143036.csv|07-May-26-20260522113031.csv|08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|15-May26-20260522113056.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|22-Nov24-20260522141636.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|31-Dec24-20260522141739.csv|QE Release Notes 2026-20260522112607.csv,25,2026-05-15,"[CHP-1106] ## CRM SANITY TESTS Filters // ## CRM SANITY TESTS Sorting of tables // [CHP-1107] Update Removed notes from OrderBillingIsland // Update Removed notes from OrderBillingIsland // [CHP-2308] ## CRM SANITY TESTS Remarks // ## CRM SANITY TESTS Remarks // [CHP-2498] ## CRM SANITY TESTS Global Search
yes
yes // ## CRM SANITY TESTS Page Search
yes
yes",FULLY_TRACED,None
CHP-2210,QE:: [CRM] Automate Accounts Listview- Closed,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,17,CHP-1563|CHP-1641|CHP-1760|CHP-1761|CHP-1882|CHP-1883|CHP-2440|CHP-2442|CHP-2445|CHP-2446|CHP-2448|CHP-2449|CHP-2451|CHP-2641|CHP-2729|CHP-2730|CHP-3716,8,8,47.1,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|02-April26-20260522112829.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|06-Aug25-hotfix-20260522143036.csv|07-May-26-20260522113031.csv|08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|15-May26-20260522113056.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|25-Nov25-20260522143436.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv|QE Release Notes 2026-20260522112607.csv,22,2026-05-15,[name-match] Account List Reorder Columns // [CHP-1563] PO Sync Account number // PO Sync Account Number is // [CHP-1641] PO Sync Account number // Fixes SR Allocation List - Add SO Id Column // [CHP-1760] ## CRM SANITY TESTS Stage // ## CRM SANITY TESTS Production,FULLY_TRACED,None
