Req_ID,Req_Name,Component,Release_Count,Hotfix_Count,Traceability_Status,Related_Components,Tags,Severity,Deploy_Touch_Count,Last_Release_Date,Impact_Score,Risk_Level,Blast_Radius
CHP-2438,Prepare to release July 2 (UI),,1,8,DEPLOYED_TESTED,,,,8,2025.07.08,60,HIGH,General | untagged | 8 deploy touches
CHP-1042,Enable Projects search in global search,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-1077,Move shipped calculations to Invoice DW,,2,0,VERIFIED,,[data],,0,2026-05-05,15,LOW,General | [data] | 0 deploy touches
CHP-1301,Mixpanel integration - core part,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-139,Deploy RDS for identity service,,2,0,VERIFIED,,[infra],,0,2026-05-05,15,LOW,General | [infra] | 0 deploy touches
CHP-1845,Global search integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-2475,Account Hierarchy - Integrate with API,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-2691,Enable BoM health email in Prod,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-287,Profile - Integration with backend,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-2956,Update Checklist Integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-3464,Null Check for Historical Tab,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-357,People - Backend integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-375,"Parts - Documents, integration",,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-438,Create Project - File upload integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-561,RFQ modal - Integration with backend,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-585,Project - Quotes tab integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-593,Project - People tab integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-600,Projects list view integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-629,Orders - List view integration,,2,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-675,SiliconExpert API integration,,2,0,VERIFIED,,[backend],,0,2026-05-05,15,LOW,General | [backend] | 0 deploy touches
CHP-96,Implement SSO/AD integration,,2,0,VERIFIED,,[blocked],,0,2026-05-05,15,LOW,General | [blocked] | 0 deploy touches
CHP-1018,Invitation flow,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-1131,Configure and segregate inbound and outbound kafka topics in Connect service,,1,0,VERIFIED,,[backend],,0,2026-05-05,15,LOW,General | [backend] | 0 deploy touches
CHP-1492,QE::UI::Automate search orders,,1,0,VERIFIED,,"[qe, ui-automation]",,0,2026-05-05,15,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1820,Connect - Enhance the connect logic to support account split based on region,,1,0,VERIFIED,,[backend],,0,2026-05-05,15,LOW,General | [backend] | 0 deploy touches
CHP-2073,Part tracker enhancement  for invoice,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-239,codebase setup for liquibase,,1,0,VERIFIED,,[backend],,0,2026-05-05,15,LOW,General | [backend] | 0 deploy touches
CHP-247,Create liquibase service for Connect service,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-2562,Enable Multi-Threading for `fn-connect`,,1,0,VERIFIED,,"[backend, foundation]",,0,2026-05-05,15,LOW,"General | [backend, foundation] | 0 deploy touches"
CHP-308,"Table, header, footer",,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-344,Search bar UI items,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-377,Create search bar queries - recent searches,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-477,API contract generation,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-542,Project - Add part modal API integration,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-794,Integration and UI tweaks,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-95,Setup base accounts,,1,0,VERIFIED,,,,0,2026-05-05,15,LOW,General | untagged | 0 deploy touches
CHP-3475,Sourcing Request - Create from list view,,2,0,VERIFIED,,[ui],,0,2026-05-04,15,LOW,General | [ui] | 0 deploy touches
CHP-417,Project Creation - API development,,2,0,VERIFIED,,[backend],,0,2026-04-30,15,LOW,General | [backend] | 0 deploy touches
CHP-5191,Misc Account Field Additions and Renames,,2,0,VERIFIED,,,,0,2026-04-30,15,LOW,General | untagged | 0 deploy touches
CHP-1482,QE::UI:: Automate Quick Action - Place Order,,1,0,VERIFIED,,[qe],,0,2026-04-30,15,LOW,General | [qe] | 0 deploy touches
CHP-2041,Orders - Sorting,,1,0,VERIFIED,,,,0,2026-04-30,15,LOW,General | untagged | 0 deploy touches
CHP-2193,Use fundCode instead of currency,,1,0,VERIFIED,,,,0,2026-04-30,15,LOW,General | untagged | 0 deploy touches
CHP-3345,RFQ: Show details in Parent Level,,1,0,VERIFIED,,,,0,2026-04-30,15,LOW,General | untagged | 0 deploy touches
CHP-1075,Shipped and Booked Calculation metrics changes,,2,0,VERIFIED,,[data],,0,2026-04-29,15,LOW,General | [data] | 0 deploy touches
CHP-1966,Refactor contact <> account linking,,2,0,VERIFIED,,[backend],,0,2026-04-29,15,LOW,General | [backend] | 0 deploy touches
CHP-2052,Create project - Bom Type field,,2,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-3496,RFQ Sync Fixes,,2,0,VERIFIED,,[backend],,0,2026-04-29,15,LOW,General | [backend] | 0 deploy touches
CHP-3720,Request -> RFQ in Account Details Page,,2,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-500,RFQ modal basic fields,,2,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-724,Stock table for reporting,,2,0,VERIFIED,,[data],,0,2026-04-29,15,LOW,General | [data] | 0 deploy touches
CHP-155,Define Sales Order (SO) data model,,1,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-1975,Filters - More,,1,0,VERIFIED,,[ui],,0,2026-04-29,15,LOW,General | [ui] | 0 deploy touches
CHP-2130,Enhancements on Company API,,1,0,VERIFIED,,"[backend, crm]",,0,2026-04-29,15,LOW,"General | [backend, crm] | 0 deploy touches"
CHP-3137,Sales Order Issues,,1,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-3524,Quote enhancement - Sharing & Duplicate,,1,0,VERIFIED,,[backend],,0,2026-04-29,15,LOW,General | [backend] | 0 deploy touches
CHP-3545,Date Range Filter: Local Language Based,,1,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-3607,RFQ Filter: New Design,,1,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-3610,Contact Minor Fixes,,1,0,VERIFIED,,[backend],,0,2026-04-29,15,LOW,General | [backend] | 0 deploy touches
CHP-3819,Shipments Workflow for Sales Orders,,1,0,VERIFIED,,,,0,2026-04-29,15,LOW,General | untagged | 0 deploy touches
CHP-91,Perform the final move,,1,0,VERIFIED,,[blocked],,0,2026-04-29,15,LOW,General | [blocked] | 0 deploy touches
CHP-2428,Copy button refactoring,,2,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-2634,QE Release validations for FAB,,2,0,VERIFIED,,"[qe, fab]",,0,2026-04-28,15,LOW,"General | [qe, fab] | 0 deploy touches"
CHP-2704,Requests List View,,2,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-2752,Order details Page,,2,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-2804,Request and Request line list view,,2,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-3208,Sourcing Request - Edit Offer Details,,2,0,VERIFIED,,[ui],,0,2026-04-28,15,LOW,General | [ui] | 0 deploy touches
CHP-944,Token revocation for signout,,2,0,VERIFIED,,[backend],,0,2026-04-28,15,LOW,General | [backend] | 0 deploy touches
CHP-1478,UI: Zoho chat env variable,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-1574,QE::UI:: Automate Upload a BOM with file,,1,0,VERIFIED,,"[qe, ui-automation]",,0,2026-04-28,15,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1817,Update Copy on MC1 Sign Up / Sign In Screen,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-283,Tables creation through liquibase,,1,0,VERIFIED,,[backend],,0,2026-04-28,15,LOW,General | [backend] | 0 deploy touches
CHP-2859,"Request Line - Add stepper to tables, integrate status card",,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-3051,Offers - Record Offers from Suppliers (Manual entry),,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-309,"Filters and control panels, filters",,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-3155,Request Line Changes,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-3272,MC1: Update Lead Time Filter,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-397,Report for RMA,,1,0,VERIFIED,,[data],,0,2026-04-28,15,LOW,General | [data] | 0 deploy touches
CHP-437,Create Project - Create second step with file upload,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-444,Project Creation (file upload) - Parsing the file for item creation,,1,0,VERIFIED,,[backend],,0,2026-04-28,15,LOW,General | [backend] | 0 deploy touches
CHP-532,RFQ modal - rest of the fields,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-565,Project Hero - Life Cycle,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-579,Project - Part Details filters,,1,0,VERIFIED,,,,0,2026-04-28,15,LOW,General | untagged | 0 deploy touches
CHP-3797,Stock Line sync,,1,0,VERIFIED,,[backend],,0,2026-04-24,15,LOW,General | [backend] | 0 deploy touches
CHP-3323,PDF file generator,,1,0,VERIFIED,,[backend],,0,2026-04-22,15,LOW,General | [backend] | 0 deploy touches
CHP-3560,Contacts: Hide LinkedIn URL by default,,1,0,VERIFIED,,,,0,2026-04-22,15,LOW,General | untagged | 0 deploy touches
CHP-2049,Disable Create Account and Contact options,,2,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-3228,Account List Improvements,,2,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-3356,Account Tab: Rearrange Tabs,,2,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-3680,Generate user-friendly ID for Accounts & Contacts entities,,2,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-3766,Display correct account type in account info pane,,2,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-646,Dashboard - My Account Contacts,,2,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-966,"CRM Account, Contact, Region ID's reconciliation",,2,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-975,QE- Execute the test cases  for Part Details,,2,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-1555,Phone number in contacts don't have country code in some cases,,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-1600,"Implement Roles, Permissions and Data group APIs",,1,0,VERIFIED,,"[backend, crm]",,0,2026-04-21,15,LOW,"General | [backend, crm] | 0 deploy touches"
CHP-1643,Connect - Outbound Account create  sync,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-1822,Connect - Data migration for account and contact entity cleanup,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-1823,Connect - Account and Contact entity jolt spec update to map new attributes,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-1979,Orders - Account and contact in list view (bonus Quotes and RFQ),,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-2064,Account: Parts tab - Sorting,,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-2067,Accounts - Company profile ,,1,0,VERIFIED,,[ui],,0,2026-04-21,15,LOW,General | [ui] | 0 deploy touches
CHP-2176,Saving CRM Account IDs for MC1 App Entities,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-2230,Account and Company Hierarchy,,1,0,VERIFIED,,"[backend, crm]",,0,2026-04-21,15,LOW,"General | [backend, crm] | 0 deploy touches"
CHP-2372,QE:: [CRM] Automate Account Score,,1,0,VERIFIED,,[qe],,0,2026-04-21,15,LOW,General | [qe] | 0 deploy touches
CHP-2400,QE:: [MC1]: Automate Export Part details,,1,0,VERIFIED,,"[ui-automation, qe]",,0,2026-04-21,15,LOW,"General | [ui-automation, qe] | 0 deploy touches"
CHP-2598,Arranging Account List response based on priority,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-2758,Order Lines on Order Details Page,,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-2773,Accounts API fine tune as par the UI design,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-2996,"Enable Manual Part Creation in ""Create a Request"" Modal",,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-3042,Account & Contact sync to the xCRM,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-3153,Only Display associated Accounts and Not all Accounts,,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-338,Document the testcases for Part Details (Hero),,1,0,VERIFIED,,[qe],,0,2026-04-21,15,LOW,General | [qe] | 0 deploy touches
CHP-3568,Account Permissions: RFQs tab,,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-3689,"Add ""Add Contact Manually"" to all Formik Contact Fields",,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-3748,Account Contacts - Update primary contact works incorrectly,,1,0,VERIFIED,,,,0,2026-04-21,15,LOW,General | untagged | 0 deploy touches
CHP-380,Document the testcases for Part Details (Parametric Data),,1,0,VERIFIED,,[qe],,0,2026-04-21,15,LOW,General | [qe] | 0 deploy touches
CHP-407,backend test scripts for otp operations api,,1,0,VERIFIED,,[qe],,0,2026-04-21,15,LOW,General | [qe] | 0 deploy touches
CHP-744,Connect Accounts - Jolt spec preparation,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-746,Connect Contacts - Jolt spec preparation,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-747,Connect Contacts - Develop customer handler service,,1,0,VERIFIED,,[backend],,0,2026-04-21,15,LOW,General | [backend] | 0 deploy touches
CHP-821,QE:: Execute the test cases for Project Details,,1,0,VERIFIED,,[qe],,0,2026-04-21,15,LOW,General | [qe] | 0 deploy touches
CHP-1409,Add Country of Origin Column in Pricing Screen,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-162,Define Accounts data model,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-1632,Create account modal,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3038,QE:: [MC1]: Automate Mc1 Account Api tests,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-306,Switch accounts modal/menu,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3213,Duplicate Account modal,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3493,Implement Account Follow-up,,2,0,VERIFIED,,"[backend, ui, data]",,0,2026-04-14,15,LOW,"General | [backend, ui, data] | 0 deploy touches"
CHP-3587,New env variable for CRM  related to 3CX Integration,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3631,Account Stage: Change Modal,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-93,Define Accounts Data Model,,2,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-1007,Edit part modal,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-1050,Excess - Create Modal,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-131,Define Invoice and Po data model,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-1545,QE::UI::Automate Documents section of part,,1,0,VERIFIED,,"[qe, ui-automation]",,0,2026-04-14,15,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1670,Account - Parts tab,,1,0,VERIFIED,,[ui],,0,2026-04-14,15,LOW,General | [ui] | 0 deploy touches
CHP-1694,Create contact modal,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-1862,QE::UI::Automate Documents section of part,,1,0,VERIFIED,,"[qe, ui-automation]",,0,2026-04-14,15,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-2760,Handle 'Need Outreach' in Accounts Microdashboard,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3193,QE: Review the Test Plan and Test Cases of Purchasing Requests,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3238,Financials UI Update on Account Profile,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3504,Account: Follow up task flag,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3569,Follow Flag: Dark mode,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-3625,Account List: Add 'Bill To' address in the list,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-470,Date Picker and Date Range Picker integration with input/form,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-499,Event Handling and Integration with fn-connect,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-513,Quotes - API contract design,,1,0,VERIFIED,,[backend],,0,2026-04-14,15,LOW,General | [backend] | 0 deploy touches
CHP-539,Project - Add part modal,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-684,Develop an API to add parts in the list,,1,0,VERIFIED,,[backend],,0,2026-04-14,15,LOW,General | [backend] | 0 deploy touches
CHP-704,SO - API contract design,,1,0,VERIFIED,,[backend],,0,2026-04-14,15,LOW,General | [backend] | 0 deploy touches
CHP-708,Invoice - API contract design,,1,0,VERIFIED,,[backend],,0,2026-04-14,15,LOW,General | [backend] | 0 deploy touches
CHP-857,UI: Adjust Manufacturer field to backend changes,,1,0,VERIFIED,,,,0,2026-04-14,15,LOW,General | untagged | 0 deploy touches
CHP-2507,QE release validations for Account Activity,,2,0,VERIFIED,,[qe],,0,2026-04-07,15,LOW,General | [qe] | 0 deploy touches
CHP-3034,Generic File uploader capability,,2,0,VERIFIED,,[backend],,0,2026-04-07,15,LOW,General | [backend] | 0 deploy touches
CHP-3775,Trigger Offer Notification,,2,0,VERIFIED,,,,0,2026-04-07,15,LOW,General | untagged | 0 deploy touches
CHP-534,Business/User profile validation,,2,0,VERIFIED,,,,0,2026-04-07,15,LOW,General | untagged | 0 deploy touches
CHP-1271,Events service configuration,,1,0,VERIFIED,,[backend],,0,2026-04-07,15,LOW,General | [backend] | 0 deploy touches
CHP-1440,Overall Sales report data validation,,1,0,VERIFIED,,,,0,2026-04-07,15,LOW,General | untagged | 0 deploy touches
CHP-1441,Sales team report data validation,,1,0,VERIFIED,,,,0,2026-04-07,15,LOW,General | untagged | 0 deploy touches
CHP-1444,Customer industry report validation,,1,0,VERIFIED,,,,0,2026-04-07,15,LOW,General | untagged | 0 deploy touches
CHP-2402,QE:: [MC1]: Automate Request quote from pricing screen,,2,0,VERIFIED,,"[qe, ui-automation]",,0,2026-04-03,15,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-2690,Remove old FundCode from Lookup,,2,0,VERIFIED,,[backend],,0,2026-04-03,15,LOW,General | [backend] | 0 deploy touches
CHP-1665,Account - Orders,,2,0,VERIFIED,,[ui],,0,2026-04-02,15,LOW,General | [ui] | 0 deploy touches
CHP-1736,Projects list,,2,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-2807,Project Options,,2,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-1053,Project - Complete sourcing plan,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-1563,CRM - Accounts list,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-1623,Account Service,,1,0,VERIFIED,,[backend],,0,2026-04-02,15,LOW,General | [backend] | 0 deploy touches
CHP-1676,Account info pane,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-1683,Part - Accounts tab,,1,0,VERIFIED,,[ui],,0,2026-04-02,15,LOW,General | [ui] | 0 deploy touches
CHP-1734,Account - Summary cards,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-1886,Part (details) - Details tab,,1,0,VERIFIED,,[ui],,0,2026-04-02,15,LOW,General | [ui] | 0 deploy touches
CHP-1996,Account stages changes,,1,0,VERIFIED,,[qe],,0,2026-04-02,15,LOW,General | [qe] | 0 deploy touches
CHP-2192,Create task modal,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-2366,QE:: [CRM] Automate Account Hero,,1,0,VERIFIED,,[qe],,0,2026-04-02,15,LOW,General | [qe] | 0 deploy touches
CHP-2370,QE:: [CRM] Automate Account Metrics,,1,0,VERIFIED,,[qe],,0,2026-04-02,15,LOW,General | [qe] | 0 deploy touches
CHP-2376,QE:: [CRM] Automate Account News,,1,0,VERIFIED,,[qe],,0,2026-04-02,15,LOW,General | [qe] | 0 deploy touches
CHP-2976,QE:[MC1] Account API- Users Tests,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-454,Sync auth state between tabs,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-5640,Account details :: stage field,,1,0,VERIFIED,,[ui],,0,2026-04-02,15,LOW,General | [ui] | 0 deploy touches
CHP-833,Changes for demo,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-870,Dark mode,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-918,Sai's feedback - minor fixes,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-995,Chat bot POC,,1,0,VERIFIED,,,,0,2026-04-02,15,LOW,General | untagged | 0 deploy touches
CHP-577,Project Details P2,,2,0,VERIFIED,,[ui],,0,2026-04-01,15,LOW,General | [ui] | 0 deploy touches
CHP-2215,RFQ details page and Hero,,1,0,VERIFIED,,[ui],,0,2026-04-01,15,LOW,General | [ui] | 0 deploy touches
CHP-2300,RFQ details - Edit forms,,1,0,VERIFIED,,[ui],,0,2026-04-01,15,LOW,General | [ui] | 0 deploy touches
CHP-878,Various UI fixes,,2,0,VERIFIED,,,,0,2026-03-31,15,LOW,General | untagged | 0 deploy touches
CHP-2907,RFQ and Order Lines: Bug Fixes,,1,0,VERIFIED,,,,0,2026-03-31,15,LOW,General | untagged | 0 deploy touches
CHP-2954,RFQ is not syncing with xCRM from CRM,,1,0,VERIFIED,,"[backend, crm]",,0,2026-03-31,15,LOW,"General | [backend, crm] | 0 deploy touches"
CHP-3150,Information not carried into the Orders from Accounts and Requirements,,1,0,VERIFIED,,,,0,2026-03-31,15,LOW,General | untagged | 0 deploy touches
CHP-3796,Support more entities for upload,,1,0,VERIFIED,,[backend],,0,2026-03-31,15,LOW,General | [backend] | 0 deploy touches
CHP-2553,QE Release Validations for Tags (Read only view),,2,0,VERIFIED,,,,0,2026-03-29,15,LOW,General | untagged | 0 deploy touches
CHP-2885,RFQ Line / Order line - basic info pane,,1,0,VERIFIED,,,,0,2026-03-26,15,LOW,General | untagged | 0 deploy touches
CHP-182,Define reporting queries for chip1 enitities,,2,0,VERIFIED,,,,0,2026-02-02,15,LOW,General | untagged | 0 deploy touches
CHP-3039,QE:: [MC1]: Automate Mc1 User Api tests,,2,0,VERIFIED,,,,0,2026-02-02,15,LOW,General | untagged | 0 deploy touches
CHP-2509,QE release validations for Tasks,,2,0,VERIFIED,,,,0,2026-01-30,15,LOW,General | untagged | 0 deploy touches
CHP-2549,QE Release Validations for Contact Creation,,2,0,VERIFIED,,[qe],,0,2026-01-30,15,LOW,General | [qe] | 0 deploy touches
CHP-3200,QE Validations for Create an Account,,2,0,VERIFIED,,,,0,2026-01-30,15,LOW,General | untagged | 0 deploy touches
CHP-3216,QE validations for MC1 Sign Up Changes,,2,0,VERIFIED,,,,0,2026-01-30,15,LOW,General | untagged | 0 deploy touches
CHP-1428,QE:: Run and stabilize the UI Automation Framework,,1,0,VERIFIED,,,,0,2026-01-30,15,LOW,General | untagged | 0 deploy touches
CHP-1922,QE:: Fixing of MC1 UI automation suite,,1,0,VERIFIED,,[qe],,0,2026-01-30,15,LOW,General | [qe] | 0 deploy touches
CHP-2197,QE:: Create and Review the CRM automation backlog,,1,0,VERIFIED,,,,0,2026-01-30,15,LOW,General | untagged | 0 deploy touches
CHP-2266,QE Feature: Fund Code Changes,,1,0,VERIFIED,,,,0,2026-01-30,15,LOW,General | untagged | 0 deploy touches
CHP-2508,QE release validations for IC source,,1,0,VERIFIED,,[qe],,0,2026-01-30,15,LOW,General | [qe] | 0 deploy touches
